name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Ftl1	19581.8380410385	-0.314944872920551	0.235596727506722	-1.33679646679967	0.181289082820191	0.999870748271689
Cdhr2	13877.8317707623	-0.0901185583355957	0.27483714473888	-0.3278980300178	0.742988763283915	0.999870748271689
Hsp90ab1	19260.702493447	0.379243748673458	0.194878712979578	1.94605015024499	0.051648715769677	0.999870748271689
Ctnnb1	13791.4294729214	0.0632789934264643	0.285230354550294	0.221852241239305	0.824428909998945	0.999870748271689
Clca1	15440.026975592	0.345301871375539	0.288204670289133	1.1981133790411	0.230872881005513	0.999870748271689
Myo1a	14281.7966135762	-0.119555598665375	0.247148525792393	-0.483739881846605	0.62857048540876	0.999870748271689
Dsp	12044.8308716493	-0.0378405349797309	0.344140769134903	-0.109956559563849	0.912443826388297	0.999870748271689
Actn4	16134.9797493971	-0.0327243299126558	0.277806667206857	-0.117795336741465	0.906229824564546	0.999870748271689
Ldha	13707.1810308346	-0.108319175535286	0.254044088228115	-0.42637943787939	0.669831381986502	0.999870748271689
Selenop	13220.49335554	-0.00990419968087678	0.262677645169818	-0.0377047680417335	0.969923074354191	0.999870748271689
Flnb	10904.6293534931	-0.112237895978181	0.350965370047198	-0.319797636909553	0.749121739096628	0.999870748271689
Myh9	15497.9017489824	-0.212664961826597	0.190057477356481	-1.11895077628391	0.263161139219118	0.999870748271689
Lrp1	14405.244745055	-0.711489261602931	0.196828113812068	-3.61477457576137	0.000300609071669816	0.340041908718268
Gpi1	15894.6660247872	-0.15278684089645	0.190865515772775	-0.800494737238668	0.42342421149831	0.999870748271689
Slc25a5	14187.9093427273	-0.064564497454924	0.205962248350484	-0.313477338551166	0.753918034918105	0.999870748271689
Ptma	16960.52029692	0.034633695766584	0.193722356119222	0.178780066794508	0.858110397501602	0.999870748271689
Flna	19953.8234086793	0.733239003151869	0.405418063479786	1.80859973741261	0.0705132093247447	0.999870748271689
Apol10a	14690.0734156036	-0.092291040257688	0.239449707926815	-0.385429746633459	0.69991904713081	0.999870748271689
Txnip	12258.2353306283	-0.0253904643973261	0.28453340992545	-0.0892354412930932	0.928894799638759	0.999870748271689
Cdh17	9725.63326845336	0.150990284289894	0.41186837702263	0.36659839092623	0.713918608635126	0.999870748271689
Ezr	11266.5528158551	-0.0300751003321426	0.258876933561298	-0.116175280348109	0.907513627501553	0.999870748271689
Slc6a14	9875.59781249693	-0.0319787261674998	0.402378538376205	-0.0794742341292596	0.936655424961965	0.999870748271689
Tpt1	18478.0785854486	0.0258926066383525	0.213966700498831	0.121012319103803	0.903681277671623	0.999870748271689
Ahnak	12764.238022468	-0.18633958746422	0.211751259162079	-0.879992818940413	0.378863199746359	0.999870748271689
Slc44a4	11803.594524961	-0.159733306535535	0.285598367921737	-0.559293485106004	0.57596144086195	0.999870748271689
Rps2	16447.9745188703	-0.106676579960895	0.197290607050902	-0.540707849985843	0.58870896692206	0.999870748271689
Lasp1	10723.6512503925	-0.144802172619054	0.255761228319354	-0.566161546730797	0.57128396746614	0.999870748271689
Ddx5	12867.5647156438	0.0307962859480424	0.223214737989587	0.137967081499247	0.890266433860116	0.999870748271689
Sptbn1	10726.9317802484	0.260037452560446	0.329018277225499	0.790343487155956	0.429327196450008	0.999870748271689
Ubb	15871.7541409133	0.0318874136511621	0.188048435249769	0.169570215294845	0.865348148024025	0.999870748271689
Rrbp1	16946.0002638585	-0.132834120618039	0.255247746402968	-0.520412510942719	0.602776091986632	0.999870748271689
LOC118568032	13425.1726635079	-0.160867807390457	0.22002118277696	-0.731146907584497	0.464689425359926	0.999870748271689
Gpa33	13144.3395749282	-0.149948025371863	0.21800405109488	-0.687822196967351	0.49156475620621	0.999870748271689
Itm2b	13337.8820924786	-0.149675952370489	0.195657938593117	-0.764987883684853	0.444278759563272	0.999870748271689
Dstn	12410.5106506074	0.224779341703861	0.22555062184313	0.996580456604522	0.318968196073969	0.999870748271689
Adcy6	15338.6883373402	-0.675128969036959	0.247453446242853	-2.72830699789237	0.00636603308759047	0.999870748271689
B2m	20886.2708928381	-0.242390955494165	0.43155811662092	-0.561664689317108	0.574344496753342	0.999870748271689
Bsg	12161.2232252381	-0.195595383922345	0.174195279907961	-1.12285122780417	0.261500684316471	0.999870748271689
Vdr	10412.4856134066	-0.333259599805716	0.222379429418005	-1.49860803527511	0.133975346955351	0.999870748271689
Sema4g	16815.6617054814	-0.703106185146417	0.294485714319766	-2.38757315196265	0.0169600271265071	0.999870748271689
Slc4a2	10476.8735830251	-0.34816524747057	0.21299334347005	-1.63462971094929	0.102126695387762	0.999870748271689
Ckmt1	11517.4213308238	0.0565866318622983	0.204961812828269	0.276083779126751	0.782483719061709	0.999870748271689
Aco2	11354.8520484011	0.111458337164782	0.221623984414613	0.502916403471324	0.615023047779936	0.999870748271689
Igha	15276.7708714594	-0.0684679363264312	0.358322904876167	-0.191078871583978	0.848463800680107	0.999870748271689
Plcb3	11695.1562240008	-0.292772569295953	0.195595074284106	-1.4968299706295	0.134437505720353	0.999870748271689
Ubc	16737.4146745623	0.0943685616886772	0.251727188072827	0.374884264235199	0.707746542389598	0.999870748271689
Dsg2	8724.00285645622	-0.00903823216074895	0.358799602084253	-0.0251901956084851	0.979903257247329	0.999870748271689
Ybx1	12104.1764120648	-0.169052343115313	0.160704494981636	-1.05194533068059	0.29282463257394	0.999870748271689
Mvp	12499.92725028	-0.0139911183212816	0.184650654297932	-0.0757707486847408	0.939601488372197	0.999870748271689
Ces2c	9839.84557395848	0.0535407663319934	0.264026119975136	0.202785869583795	0.839302402913854	0.999870748271689
Ugt1a7c	8698.85407922158	0.10814333814683	0.35756737843599	0.302441846400676	0.762315258597087	0.999870748271689
Eif4g2	8581.20281243035	0.0984939184015743	0.327107045350572	0.301106074606296	0.76333360900001	0.999870748271689
Aldh2	9985.2310725282	-0.0315869914178861	0.234715232139301	-0.134575805455777	0.892947272010934	0.999870748271689
Fam83e	10278.1961161178	-0.356287830544286	0.176487401786458	-2.01877203096558	0.0435109193413928	0.999870748271689
Malat1	13381.4531466639	-0.231344161773473	0.253858947325063	-0.911309860106053	0.362132132624557	0.999870748271689
Dync1h1	10873.6098826608	-0.231876948694941	0.178792671046195	-1.29690410316109	0.19466418454751	0.999870748271689
Eif4g1	8648.13362904979	0.048589052909984	0.289420854298666	0.167883731211169	0.866674749080458	0.999870748271689
Prom1	7367.78724144888	-0.0783030813593343	0.415676806210259	-0.188374910963223	0.850582765764576	0.999870748271689
Cd74	14776.5715371941	0.464812068347053	0.394683357220097	1.17768347675184	0.238922816554472	0.999870748271689
Tspan1	9182.36152378944	-0.0461348615635021	0.322795874910066	-0.142922711067345	0.886351221867955	0.999870748271689
Papss2	9171.52383705907	0.0893294277591413	0.28402893499419	0.314508195304005	0.75313509307957	0.999870748271689
P4hb	10336.2972398795	0.0623396011388568	0.209672204863018	0.297319337961769	0.766222719259672	0.999870748271689
Agr2	11349.5525867779	0.150182563171706	0.179089523700467	0.838589327105985	0.40169980189565	0.999870748271689
Myo18a	11634.0339313265	-0.28849475274509	0.223289617744674	-1.29202045155085	0.196350062125199	0.999870748271689
ATP8	15647.3766111667	0.653971190000844	0.267202127518868	2.44747748108654	0.0143860114616789	0.999870748271689
Txndc5	10120.2332547365	0.0210560010685428	0.211888407666714	0.0993730676463549	0.920842065805401	0.999870748271689
Ctnnd1	8785.84489088765	0.153874598883616	0.307220819226963	0.50085993283528	0.616469702612048	0.999870748271689
Acox1	9312.62144118197	-0.245057765106737	0.213884815790822	-1.14574643459684	0.251900084605638	0.999870748271689
Gvin1	16363.9954676349	-0.49058235493981	0.309929215071087	-1.58288515920413	0.113447641930471	0.999870748271689
Hnrnpa2b1	10927.3169698338	0.111099668741904	0.189734443748981	0.585553505977485	0.558175600347915	0.999870748271689
Ucp2	11379.1330109563	-0.167380328922558	0.199399968993477	-0.839420034854836	0.401233645002338	0.999870748271689
Abhd2	6476.2740651497	-0.18068400825005	0.428108071223609	-0.422052328360975	0.672986822850456	0.999870748271689
Ctnna1	9632.82129948938	0.124674920477209	0.2402999918622	0.518830315020168	0.603879075806903	0.999870748271689
Abcc3	7861.88094150876	-0.203955260577865	0.296865349790672	-0.687029526085408	0.492064122350317	0.999870748271689
Ddx17	11052.4884753275	-0.0730416894146549	0.168391729185572	-0.43376055206465	0.664462330302708	0.999870748271689
Ogdh	8994.98526359771	0.0838951249406116	0.242502738289718	0.345955371606494	0.729376254398523	0.999870748271689
Prss32	10957.4272266022	-0.21189674815881	0.186931702605497	-1.13355169404304	0.256982645565489	0.999870748271689
Golm1	8463.18495506027	0.133408971573734	0.311278095381485	0.42858451511095	0.668225616477377	0.999870748271689
Slc9a3	9937.41928829527	0.770222498410292	0.388127368647296	1.98445809450304	0.0472047952316492	0.999870748271689
ND4L	15711.8387298778	0.756564719907428	0.280298220657601	2.69914207137123	0.00695184916616575	0.999870748271689
Cpt1a	7735.73045915116	0.00694745560600598	0.346587003204438	0.0200453437139071	0.98400720076844	0.999870748271689
Rpl4	12030.1294095581	-0.0218125668145766	0.17750120603518	-0.122886865401092	0.902196686681255	0.999870748271689
Coro2a	8818.40838742726	-0.0123307508720279	0.244455403791118	-0.0504417193516581	0.959770391447	0.999870748271689
Trpm4	9268.69309984345	-0.28866404120003	0.17219388092775	-1.67638965824313	0.0936618932806553	0.999870748271689
Tfcp2l1	8656.73608151435	0.425732879957538	0.336576125776874	1.26489328075447	0.205909586346282	0.999870748271689
Nudt4	8700.62343522161	-0.0153135684526392	0.309597797491689	-0.0494627822830371	0.960550496312053	0.999870748271689
Gcnt3	7790.95234265087	0.0429490843725389	0.298867208918415	0.143706245084462	0.885732439527319	0.999870748271689
Plekha6	11162.2028514004	-0.225627024485947	0.196931794697567	-1.14571151312792	0.251914538487247	0.999870748271689
Anxa2	9648.04786059962	0.0054444589926125	0.233833596792416	0.0232834762296617	0.981424152200285	0.999870748271689
Gvin-ps1	10866.6033715791	-0.164706297825799	0.249958050067804	-0.658935760545102	0.509937020961113	0.999870748271689
Gna11	7625.03763867939	-0.134390580184727	0.274702506508256	-0.489222256807795	0.624684353985198	0.999870748271689
Arf1	8220.60686178413	0.093013444166797	0.271430376471418	0.342678831219878	0.731840089759048	0.999870748271689
Rnasel	8662.48100105705	-0.0393066007040226	0.249168532180899	-0.157751062543827	0.874652962116003	0.999870748271689
Scd2	7811.86255415834	0.0162116819561929	0.350664703464643	0.0462312910196492	0.9631259025035	0.999870748271689
Pabpc1	10907.7631651069	-0.0669870986617547	0.181511707109632	-0.369051119227779	0.712089622291457	0.999870748271689
Fam120a	8243.06554307456	-0.000308359926504096	0.247899811591903	-0.00124388931368662	0.999007520177199	0.999915897875928
Eps8l2	8969.39311389854	-0.481408353555543	0.168258369546463	-2.86112574877059	0.00422139578630026	0.999870748271689
Misp	10496.5393274985	-0.183723409014021	0.229813413702973	-0.799445976863121	0.424031859941173	0.999870748271689
Mat2a	7208.4118330449	-0.058513825939399	0.305400560084262	-0.191596983067925	0.848057905895647	0.999870748271689
Mgat4c	7646.94423184046	0.160530967624121	0.329202882805125	0.4876353641142	0.625808141892835	0.999870748271689
Myo7b	8823.02738239781	-0.168040897084792	0.223565868871665	-0.751639317454374	0.452267992198385	0.999870748271689
Ivns1abp	10545.8722944803	-0.428241158770764	0.249747139362698	-1.71469895456478	0.0864004353496388	0.999870748271689
Sdha	7052.74114480485	0.191281319592818	0.35518227308553	0.53854410562533	0.590201464035562	0.999870748271689
Guca2a	10096.6729278671	-0.0147643297942731	0.283442371611797	-0.0520893531560423	0.95845749640096	0.999870748271689
Ethe1	9578.15246666308	-0.271822715680143	0.203966581806617	-1.33268260551555	0.18263598389879	0.999870748271689
Tpm1	11479.0075068671	0.653331536473514	0.310521730627655	2.1039800826594	0.0353801844489961	0.999870748271689
Calr	11343.6149331271	0.111758946231983	0.215621929771471	0.518309739414873	0.604242178732321	0.999870748271689
Gsdmc2	10260.4639765683	0.0796314164278166	0.235838550420852	0.33765224678372	0.735625264809783	0.999870748271689
Rps14	9295.52998496672	0.143807422179597	0.202612203322807	0.70976683448074	0.477848738882272	0.999870748271689
Adamdec1	7342.01397515344	0.00824743587112107	0.308213638691582	0.0267588284091931	0.978652091618762	0.999870748271689
Calm3	8778.81099519518	-0.112848183746841	0.188366987373478	-0.59908684276558	0.54911497507645	0.999870748271689
Chp1	6838.62218862888	-0.125742271635832	0.331970884739331	-0.378774999303229	0.704854954124763	0.999870748271689
Cox4i1	10781.0345418978	-0.0644590629064491	0.185802157950548	-0.346923112290252	0.728649082643382	0.999870748271689
Rpl3	8662.61844263645	0.264017040986615	0.232876951216792	1.13371907184079	0.256912406996474	0.999870748271689
Mxd1	9024.86023530384	-0.489441675670448	0.314350276348964	-1.55699457737111	0.11947177286936	0.999870748271689
Klf4	8848.26693499447	-0.64178852193258	0.280897048887884	-2.28478200277832	0.0223256134623206	0.999870748271689
Ywhaz	8241.51015416441	-0.0342905524941902	0.207878702582024	-0.16495462049875	0.86897970025673	0.999870748271689
Ndrg1	6329.51906499668	-0.333593662272623	0.27773602237979	-1.20111773551812	0.229705534225626	0.999870748271689
Car2	7298.85965748795	-0.258746414239247	0.320235795925434	-0.807987169240429	0.419097968444192	0.999870748271689
ND6	17014.8894466075	0.510504398654838	0.32821731287402	1.55538534571692	0.11985432208495	0.999870748271689
Elf3	9697.27505577222	-0.45859392876798	0.235028270160388	-1.95122879666785	0.0510298348573089	0.999870748271689
Atp2b1	6684.83303975861	0.305413105692528	0.374303564264329	0.815950300373974	0.414528561545564	0.999870748271689
Jup	7378.90951446109	-0.179106860180982	0.237271444709134	-0.754860579200947	0.450332640923236	0.999870748271689
Hnrnpu	8005.45215316534	0.095272262824853	0.218549111552569	0.435930680056489	0.662887024708451	0.999870748271689
Kif1c	6195.99381446213	-0.184114861432731	0.313914761486889	-0.586512276646859	0.557531314005428	0.999870748271689
Cs	7368.63990781053	0.0945794567081168	0.25927049304879	0.364790669373698	0.715267670621807	0.999870748271689
Cfl1	11346.7589856109	-0.0561113651979639	0.231738093799164	-0.242132677791822	0.808677358211965	0.999870748271689
Pfn1	12934.1211676357	-0.336750819158779	0.330332718631187	-1.01942920021422	0.30799924928663	0.999870748271689
Rfk	6543.95010779191	-0.0388463841055548	0.324371170474771	-0.119759052719441	0.904674019616203	0.999870748271689
Erbb3	7362.68717609934	-0.100411936204065	0.307738794836302	-0.326289495796194	0.744205334872087	0.999870748271689
Atp8b1	5721.33091945284	0.0552517835246685	0.390609308056796	0.141450248074054	0.887514261052592	0.999870748271689
St14	8607.56108498526	-0.358683027215863	0.227916056371205	-1.57375058574934	0.115545122033561	0.999870748271689
Pdxdc1	7540.81266574414	0.0606372084349292	0.231445500728243	0.261993463878686	0.793326481308776	0.999870748271689
Hspa5	8081.95299211462	0.366218955897811	0.285845900015214	1.28117617177059	0.20013179365875	0.999870748271689
Dst	8219.3687639286	-0.192140133260745	0.182840008477295	-1.0508648236286	0.293320678262676	0.999870748271689
Rpsa	10796.4727980948	-0.130869789385896	0.243960791807426	-0.536437795665133	0.591656015872538	0.999870748271689
Dnm2	7566.21317397241	-0.377151520085816	0.18258810227918	-2.06558650524307	0.0388675397312853	0.999870748271689
Entpd5	6253.56157238584	-0.121344807323889	0.326256187729129	-0.371931052613887	0.709944184369654	0.999870748271689
Tpi1	8026.27792957391	-0.148044366997397	0.201987401416254	-0.732938618742403	0.463595867580103	0.999870748271689
Eif4b	7291.09510293233	0.182490445919137	0.258547134344391	0.705830472195665	0.4802935695825	0.999870748271689
Tmsb4x	10641.5267341191	-0.160838615871088	0.288521140285724	-0.557458686430423	0.577214078434299	0.999870748271689
Ugt1a1	6361.368160964	0.0735771005096014	0.334594381981133	0.219899390043405	0.825949511361164	0.999870748271689
Plac8	9825.9776129344	-0.0737583409714154	0.28734696730412	-0.256687382725539	0.797420112409046	0.999870748271689
Acta2	12900.7168007716	1.06283154932038	0.491232098892158	2.16360362386195	0.0304947831824921	0.999870748271689
Rps3a1	8515.69671562266	0.287586644527714	0.191220700317964	1.50395142392801	0.132593874735291	0.999870748271689
Actg2	13513.6318867956	1.28458979536779	0.494914672116521	2.59557832438911	0.00944318773901346	0.999870748271689
Ubr4	8817.80370917859	-0.357925921049577	0.175540038320373	-2.03899876332679	0.0414501509767738	0.999870748271689
Tax1bp1	7743.5664059102	0.0995680662433369	0.283767492235577	0.350879043469425	0.725679094054616	0.999870748271689
Hdlbp	7312.57447938774	0.0625237043814766	0.231466716692437	0.270119632208528	0.787068219003121	0.999870748271689
St6galnac6	6938.84797366674	-0.294250420742727	0.269322888480339	-1.09255630816616	0.274588654974858	0.999870748271689
Ugt2b34	6076.1508011395	0.170857398915722	0.367822178525873	0.464510866637978	0.642281775889019	0.999870748271689
Leng8	11844.9246049693	-0.265301227387594	0.314008146772239	-0.8448864467839	0.39817424233077	0.999870748271689
Aldh1a1	5971.67534692162	-0.04812091939126	0.400341471708534	-0.120199686497366	0.90432496611476	0.999870748271689
Prrc2a	8111.95220767987	-0.341628402243017	0.214399314403608	-1.59342115059146	0.111065744015062	0.999870748271689
Rpl7a	10125.0686303499	-0.115674332531473	0.214898422773295	-0.538274460271413	0.590387580747191	0.999870748271689
Stard10	10166.7510255054	-0.176820160005711	0.228946443572768	-0.772321060097667	0.439924295030408	0.999870748271689
Myo1d	7582.92668416135	-0.0336132592015835	0.228401082949962	-0.147167687505875	0.882999664490004	0.999870748271689
Nlrp6	7454.09364653732	-0.0139900669677391	0.239550497919111	-0.0584013270240127	0.953428957766057	0.999870748271689
Sppl2a	5797.90506555506	-0.00107517843345214	0.370289408997628	-0.00290361648841818	0.997683252488811	0.999915897875928
Eno1	8279.64947046159	-0.0763177907590273	0.216804604029287	-0.352011854640862	0.724829372057865	0.999870748271689
Tpm3	5336.41291065929	0.255213712074454	0.458644043167607	0.556452691093142	0.577901426984314	0.999870748271689
Rpl13a	10181.7138222255	-0.200512639825168	0.230254503383159	-0.870830480529198	0.38384671981777	0.999870748271689
Gvin-ps3	11221.1414679759	-0.406409013246631	0.279765168596719	-1.45267909970762	0.146312872575	0.999870748271689
Serinc3	6162.11808115928	0.374868752366993	0.372706386859253	1.00580179354038	0.314510924374487	0.999870748271689
Mep1a	5932.26501887429	0.0806488440830602	0.339985830645908	0.237212368320888	0.81249204158699	0.999870748271689
Ptprf	5634.45195245172	-0.325073448532829	0.286881841227517	-1.13312661108802	0.257161087663958	0.999870748271689
Btnl5-ps	7401.32274251472	0.0588175682071706	0.252065399026262	0.233342491410503	0.815495465745136	0.999870748271689
2610528A11Rik	8849.70227275277	-0.16890029453659	0.193380780955315	-0.873407862468082	0.38244080699493	0.999870748271689
Ctsb	10095.5561850467	-0.258263764326096	0.264078868236978	-0.977979669673294	0.328084379287884	0.999870748271689
Fryl	8417.91921844373	-0.358162631720405	0.221386695890444	-1.6178146129325	0.105702556209609	0.999870748271689
Zbtb7b	6445.79387856919	-0.395878930481386	0.201271176768569	-1.96689330701627	0.0491955123168473	0.999870748271689
Gnas	11324.793067984	-0.395327497929156	0.335550851941095	-1.17814481960712	0.238738876618772	0.999870748271689
Iqgap2	6225.93861365578	0.181279277191368	0.358510030322821	0.50564631909499	0.613104958983478	0.999870748271689
Slc25a10	6048.39238145106	-0.259990711491568	0.230319176250712	-1.12882789754578	0.258970441688539	0.999870748271689
Pgd	7326.41219091836	-0.0483367945815428	0.21719049210484	-0.222554837060778	0.823881989630028	0.999870748271689
Erbin	5760.22375103475	-0.0969862744225506	0.327528312170751	-0.296115696929396	0.767141726853323	0.999870748271689
